Data Set,Tapajos National Forest - km 83 - March 2000  Tree Survey,,,,,,,,,,,,
Site,Flona Tapajos National Forest (TNF) Km 83 tower site - Santarem - Para - Brazil,,,,,,,,,,,,
File name ,CD04_TNF_KM83_Tree_Survey_2000.csv,,,,,,,,,,,,
File date ,2010-1-18,,,,,,,,,,,,
LBA Team ID,  CD-04,,,,,,,,,,,,
,,,,,,,,,,,,,
Tree survey in 18 ha plot east of the eddy covariance tower in March 2000,,,,,,,,,,,,,
,,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,,
Inga capitata,Inga sp.,Mimosoideae,G25,2016,11.6,7.223547057,20.17868486,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G25,2017,25.4,13.49765499,167.6655492,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G25,2018,23.4,12.58836399,133.4932336,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G25,2019,10.4,6.677972454,15.21405283,,,,,,
Ingarana,Inga paraensis Ducke,Mimosoideae,G25,2020,12.6,7.678192559,25.04786078,,,,,,
Castanha de arara,Joannesia hevioides Ducke,Euphorbiaceae,G25,2021,11.6,7.223547057,20.17868486,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G25,2022,11.1,6.996224306,17.99790098,,,,,,
Aroeira,Astronium gracile Engl.,Anacardiaceae,G25,2023,24,12.86115129,143.204845,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G25,2024,11.9,7.359940708,21.56700783,,,,,,
Taquar_ ,Mabea angustifolia,Euphorbiaceae,G25,2025,11.9,7.359940708,21.56700783,,,,,,
Passarinheira,Casearia ulmifolia Vahl ex Ventenat,Flacourtiaceae,G25,2026,10.3,6.632507904,14.84115824,,,,,,
Andiroba ,Carapa guianensis,Meliaceae,G25,2027,23.8,12.77022219,139.917244,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,G25,2028,11.3,7.087153406,18.8505438,,,,,,
Fava folha fina,Pseudopiptadenia psilostachya Benth.,Mimosoideae,G25,2029,13.3,7.996444411,28.88025231,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G26,2030,27.1,14.27055235,200.9145295,,,,,,
Inga pretinha,Inga poliphylla,Mimosoideae,G26,2031,20.4,11.22442748,91.44063757,,,,,,
Parapara,Jacaranda copaia ( Aubl ) D. Don,Bignoniaceae,G26,2032,12.7,7.72365711,25.57343261,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G26,2033,26.3,13.90683595,184.7699472,,,,,,
Andirobarana ,Guarea guianensis,Meliaceae,G26,2034,21.4,11.67907298,104.2956787,,,,,,
Murure,Brosimum acutifolium Huber subsp. acutifolium,Moraceae,G26,2035,27.3,14.36148145,205.0920945,,,,,,
Cocao,Dialium guianense ( Aubl ) Swartz,Caesalpinioideae,G26,2036,14.5,8.542019014,36.31608368,,,,,,
Arara seringa,Conceveiba guianensis Aubl.,Euphorbiaceae,G26,2037,14.4,8.496554464,35.65304124,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G27,2038,20.5,11.26989203,92.675949,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G27,2039,23.4,12.58836399,133.4932336,,,,,,
Inga cipo,Inga edulis Mart.,Mimosoideae,G27,2040,23,12.40650579,127.2682137,,,,,,
Ucuuba terra firme,Virola melinonii,Myristicaceae,G27,2041,32.5,16.72563806,334.9774466,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G27,2042,13.7,8.178302612,31.23445728,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,G27,2043,32.7,16.81656716,340.84016,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G27,2044,10.6,6.768901554,15.97819683,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G27,2045,18.8,10.49699468,73.13515995,,,,,,
Ucuuba-branca,Virola surinamensis (Rol.) Werb.,Myristicaceae,G27,2046,10.3,6.632507904,14.84115824,,,,,,
Pente de macaco,Apeiba echinata Gaertner ,Tiliaceae,G28,2047,24.7,13.17940314,155.1149765,,,,,,
Morototo,Schefflera morototoni ( Aubl ) Dec & Pl,Araliaceae,G28,2048,16.8,9.58770367,53.90036495,,,,,,
Taquar_ ,Mabea angustifolia,Euphorbiaceae,G28,2049,11.7,7.269011607,20.63470732,,,,,,
Envira cana,Xylopia nitida Dun,Annonaceae,G28,2050,10.2,6.587043353,14.47431693,,,,,,
Envira cana,Xylopia nitida Dun.,Annonaceae,G28,2051,12.2,7.496334358,23.01682863,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G28,2052,12.6,7.678192559,25.04786078,,,,,,
Breu vermelho,Protium decandrum ( Aublet ) March.,Burseraceae,G28,2053,20.4,11.22442748,91.44063757,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,G28,2054,16.3,9.360380919,49.68321295,,,,,,
Andiroba,Carapa guianensis,Meliaceae,G28,2055,11.8,7.314476157,21.09746539,,,,,,
Freijo branco,Cordia bicolor DC.,Boraginaceae,G28,2056,18.1,10.17874282,65.95903256,,,,,,
Amaparana,Thysodium sp.,Anacardiaceae,G29,2057,10.6,6.768901554,15.97819683,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G29,2058,12.5,7.632728009,24.5294632,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G29,2059,11.7,7.269011607,20.63470732,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G29,2060,13.4,8.041908962,29.45740859,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez,Lauraceae,G29,2061,26.7,14.08869415,192.7298822,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G29,2062,10.4,6.677972454,15.21405283,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G29,2063,14.6,8.587483565,36.98722636,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Monimiaceae,G29,2064,12.1,7.450869808,22.52664071,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G29,2065,29.1,15.17984335,245.3175644,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G29,2066,24.1,12.90661584,144.867715,,,,,,
Paparola ,Paypayrola grandiflora Warm.,Violaceae,G30,2067,11.5,7.178082507,19.72934928,,,,,,
Abiu branco,Pradosia ptychandra Eyma,Sapotaceae,G30,2068,19.7,10.90617563,83.09803683,,,,,,
Axixa,Sterculia speciosa Ducke,Sterculiaceae,G30,2069,30.8,15.95274071,287.8294937,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G30,2070,10,6.496114253,13.75859922,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G30,2071,13.9,8.269231713,32.45762699,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G30,2072,16.8,9.58770367,53.90036495,,,,,,
Canelarana ,Mabea sp.,Euphorbiaceae,G30,2073,18.7,10.45153013,72.07980169,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G30,2074,28.2,14.7706624,224.6064343,,,,,,
Andirobarana ,Guarea guianensis,Meliaceae,G30,2075,16.3,9.360380919,49.68321295,,,,,,
Mamorana,Eriotheca sp,Bombacaceae,G30,2076,20.8,11.40628568,96.4482222,,,,,,
Rim de Paca,Rim de Paca,Rim de Paca,G30,2077,18.1,10.17874282,65.95903256,,,,,,
Ucuuba  ,Virola sebifera,Myristicaceae,G30,2078,33,16.95296081,349.7616044,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G30,2079,17.2,9.769561871,57.43977396,,,,,,
Joao mole,Meia maderensis,Nyctaginaceae,G31,2080,0,1.949659227,0,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,G31,2081,20.2,11.13349838,89.00289183,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,G31,2082,25.3,13.45219044,165.8327662,,,,,,
Abiu ,Pouteria sp.,Sapotaceae,G31,2083,11.1,6.996224306,17.99790098,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G31,2084,14.6,8.587483565,36.98722636,,,,,,
Cuiarana,Terminalia amazonica ( J. Gmelin ) Exell,Combretaceae,G31,2085,16.9,9.633168221,54.77126373,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G31,2086,12.5,7.632728009,24.5294632,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G31,2087,14.3,8.451089914,34.99805031,,,,,,
Axixa,Sterculia speciosa Ducke,Sterculiaceae,G31,2088,10.9,6.905295205,17.17103092,,,,,,
Tachi pitomba,Sclerolobium sp.,Caesalpinioideae,G31,2089,25.2,13.40672589,164.0133458,,,,,,
Abiu cutite,Pouteria venosa ( Martins ) Baehni ssp. venosa,Sapotaceae,G31,2090,11.8,7.314476157,21.09746539,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G31,2091,18,10.13327827,64.97367966,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G31,2092,10.2,6.587043353,14.47431693,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G31,2093,12.4,7.587263459,24.01819114,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G31,2094,25.7,13.63404864,173.2445603,,,,,,
Envira cana,Xylopia nitida Dun,Annonaceae,G31,2095,18.1,10.17874282,65.95903256,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G31,2096,14.7,8.632948115,37.66651803,,,,,,
Mamorana,Eriotheca globosa (Aubl.) Robyns,Bombacaceae,G31,2097,21.8,11.86093118,109.7559169,,,,,,
Inga cipo,Inga edulis Mart.,Mimosoideae,G32,2098,15.8,9.133058168,45.69049706,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G32,2099,16,9.223987268,47.26104094,,,,,,
Cumaru,Dipteryx odorata ( Aubl ) Willd.,Fabaceae,G32,2100,10.2,6.587043353,14.47431693,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G32,2101,10.3,6.632507904,14.84115824,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G32,2102,17.6,9.951420072,61.1298393,,,,,,
Maparajuba,Manilkara amazonica ,Sapotaceae,G32,2103,13.6,8.132838062,30.63446234,,,,,,
Breu vermelho,Protium decandrum ( Aublet ) March.,Burseraceae,G32,2104,10.4,6.677972454,15.21405283,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,G32,2105,23.6,12.67929309,136.6801701,,,,,,
Amapa doce,Brosimum parinarioides Ducke ssp. parinarioides,Moraceae,G32,2106,24.5,13.08847404,151.6474614,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,G32,2107,11.3,7.087153406,18.8505438,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G32,2108,15.1,8.814806316,40.4661492,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G32,2109,33.3,17.08935446,358.8370669,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G32,2110,18.7,10.45153013,72.07980169,,,,,,
Andiroba,Carapa guianensis,Meliaceae,G32,2111,12.3,7.541798909,23.51399586,,,,,,
Tachi preto ,Sclerolobium sp.,Caesalpinioideae,G34,2112,14.2,8.405625364,34.35106215,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G34,2113,33.4,17.13481901,361.8966745,,,,,,
Andiroba,Carapa guianensis,Meliaceae,G34,2114,18.6,10.40606558,71.03459038,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G34,2115,15.7,9.087593618,44.91835016,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,G34,2116,13.4,8.041908962,29.45740859,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G34,2117,17.2,9.769561871,57.43977396,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G34,2118,15.1,8.814806316,40.4661492,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G34,2119,10.7,6.814366105,16.36954371,,,,,,
Joao mole,Meia maderensis,Nyctaginaceae,G34,2120,12.5,7.632728009,24.5294632,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,G34,2121,16.3,9.360380919,49.68321295,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G34,2122,11.5,7.178082507,19.72934928,,,,,,
Joao mole,Meia maderensis,Nyctaginaceae,G35,2123,10.8,6.859830655,16.76713883,,,,,,
Jarana,Lecythis lurida ( Miers ) Mori ,Lecythidaceae,G35,2124,19.4,10.76978198,79.68312412,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G35,2125,10.7,6.814366105,16.36954371,,,,,,
Tauar_ cachimbo,Cariniana micrantha Ducke,Lecythidaceae,G35,2126,13.8,8.223767163,31.84216259,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G35,2127,22.3,12.08825393,116.8438714,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,G35,2128,12.2,7.496334358,23.01682863,,,,,,
Coracao de negro,Chamaecrista xinguensis ( Ducke ) Irwin & Barneby,Caesalpinioideae,G35,2129,15.2,8.860270866,41.18691678,,,,,,
Mamu_,Jacaraitia espinhosa,Caryocaraceae,G35,2130,18.6,10.40606558,71.03459038,,,,,,
Pajura da mata,Licania densa,Chrysobalanaceae,G36,2131,23.9,12.81568674,141.5547043,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G36,2132,18.1,10.17874282,65.95903256,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G36,2133,14.7,8.632948115,37.66651803,,,,,,
Envira amarela ,Guatteria citriodora Ducke,Annonaceae,G36,2134,10.1,6.541578803,14.11348017,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G36,2135,34.2,17.49853542,387.0007123,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,G36,2136,18.2,10.22420737,66.95424005,,,,,,
Papo de mutum,Lacunaria cf.crenata ( Tul ) A .C. Sm,Quiinaceae,G36,2137,16.8,9.58770367,53.90036495,,,,,,
Murure,Brosimum acutifolium Huber subsp. acutifolium,Moraceae,G37,2138,20,11.04256928,86.6086574,,,,,,
Pau rosa ,Aniba roseodora Ducke,Lauraceae,G37,2139,13.7,8.178302612,31.23445728,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G37,2140,22.3,12.08825393,116.8438714,,,,,,
Joao mole,Meia maderensis,Nyctaginaceae,G37,2141,11.8,7.314476157,21.09746539,,,,,,
Inga ,Inga sp.,Mimosoideae,G38,2142,17.5,9.905955522,60.19302838,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G38,2143,12.9,7.81458621,26.646294,,,,,,
Andirobarana ,Guarea guianensis,Meliaceae,G38,2144,13.5,8.087373512,30.04212902,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G38,2145,30.2,15.67995341,272.3082332,,,,,,
Pente de macaco,Apeiba echinata Gaertner ,Tiliaceae,G38,2146,11.5,7.178082507,19.72934928,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,G38,2147,21.5,11.72453753,105.6434227,,,,,,
Joao mole,Meia maderensis,Nyctaginaceae,G38,2148,13.8,8.223767163,31.84216259,,,,,,
Cocao ,Dialium sp.,Caesalpinioideae,G39,2149,12.4,7.587263459,24.01819114,,,,,,
Louro amarelo,Aniba affinis ( Meissn ) Mez.,Lauraceae,G39,2150,23.3,12.54289944,131.918445,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G39,2151,18.6,10.40606558,71.03459038,,,,,,
Matamata jiboia,Eschweilera sp.,Lecythidaceae,G39,2152,14.4,8.496554464,35.65304124,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G39,2153,13.1,7.905515311,27.74843727,,,,,,
Amapa doce,Brosimum parinarioides Ducke ssp. parinarioides,Moraceae,G39,2154,27.7,14.54333965,213.6196557,,,,,,
Breu vermelho,Protium decandrum ( Aublet ) March.,Burseraceae,G39,2155,12.9,7.81458621,26.646294,,,,,,
Angelim rajado,Marmaroxylon racemosum ( Ducke ) Killip,Mimosoideae,G39,2156,31.1,16.08913436,295.8060281,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,G39,2157,25.9,13.72497774,177.0316068,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G40,2158,11,6.950759755,17.58126873,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G40,2159,12.5,7.632728009,24.5294632,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G40,2160,22.6,12.22464759,121.2390663,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G40,2161,31.7,16.36192166,312.1974806,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G40,2162,12.5,7.632728009,24.5294632,,,,,,
Envira amarela ,Guatteria citriodora Ducke,Annonaceae,G40,2163,12.8,7.76912166,26.10622744,,,,,,
Papo de mutum,Lacunaria cf.crenata ( Tul ) A .C. Sm,Quiinaceae,G40,2164,10.5,6.723437004,15.59304945,,,,,,
Tachi preto ,Sclerolobium sp.,Caesalpinioideae,G40,2165,10.2,6.587043353,14.47431693,,,,,,
Matamata jiboia,Eschweilera sp.,Lecythidaceae,G40,2166,33.1,16.99842536,352.7695805,,,,,,
Goiabinha,Myrciaria cf. floribunda ( West ex Willd ) Berg,Myrtaceae,G40,2167,10.4,6.677972454,15.21405283,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,G41,2168,22.9,12.36104124,125.7426856,,,,,,
Janita,Brosimum guianense (Aublet ) Huber,Moraceae,G41,2169,19.4,10.76978198,79.68312412,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,G41,2170,11.6,7.223547057,20.17868486,,,,,,
Macucu de Sangue,Licania micrantha Miq.,Chrysobalanaceae,G41,2171,11.6,7.223547057,20.17868486,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,G41,2172,20.3,11.17896293,90.21630142,,,,,,
Goiabinha,Myrciaria cf. floribunda ( West ex Willd ) Berg,Myrtaceae,G41,2173,13.2,7.950979861,28.31061145,,,,,,
Goiaba de anta,Bellucia dichotoma Cogn.,Melastomataceae,G42,2174,10.1,6.541578803,14.11348017,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G42,2175,15.2,8.860270866,41.18691678,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G42,2176,29,15.1343788,242.9561229,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G42,2177,14.6,8.587483565,36.98722636,,,,,,
Matamata vermelho,Eschweilera idatimom,Lecythidaceae,G42,2178,12.2,7.496334358,23.01682863,,,,,,
Bucheira,Sagotia racemosa,Euphorbiaceae,G42,2179,22.9,12.36104124,125.7426856,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,G42,2180,18.9,10.54245923,74.20071389,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,G42,2181,17.8,10.04234917,63.03234268,,,,,,
Anani,Symphonia globulifera Lf.,Clusiaceae,G42,2182,28.7,14.99798515,235.9625927,,,,,,
Coracao de negro,Chamaecrista xinguensis ( Ducke ) Irwin & Barneby,Caesalpinioideae,G43,2183,32.4,16.68017351,332.0714187,,,,,,
Cumaru,Dipteryx odorata ( Aubl ) Willd.,Fabaceae,G43,2184,12.2,7.496334358,23.01682863,,,,,,
Axixa,Sterculia speciosa Ducke,Sterculiaceae,G43,2185,16.3,9.360380919,49.68321295,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G43,2186,20.8,11.40628568,96.4482222,,,,,,
Abiu ,Pouteria sp.,Sapotaceae,G43,2187,20.8,11.40628568,96.4482222,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,G43,2188,20,11.04256928,86.6086574,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G43,2189,13.1,7.905515311,27.74843727,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G43,2190,17.4,9.860490972,59.26577967,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G43,2191,12.1,7.450869808,22.52664071,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,G24,2192,63.9,31.00150684,2333.011509,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,G24,2193,51.8,25.50029626,1270.003837,,,,,,
Abiu casca grossa ,Pouteria biloculares (Winkler)Baehni,Sapotaceae,G24,2194,39.5,19.90815658,583.1039019,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G25,2195,39.4,19.86269203,578.8993891,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G26,2196,48.8,24.13635975,1069.288161,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G26,2197,47.5,23.5453206,989.3219647,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,G26,2198,52,25.59122536,1284.210895,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Leguminosae-Caesalpinioideae,G26,2199,69.8,33.68391531,3016.750978,,,,,,
Cumaru,Dipteriyx odorata (Aubl.)Wild. ,Leguminosae-Papilionoideae,G27,2200,112.3,53.00634917,12155.30885,,,,,,
Guariuba,Clarisia racemosa Ruiz & Pav.,Moraceae,G27,2201,35.2,17.95318092,419.9764607,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,G27,2202,45.8,22.77242325,890.8985598,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Leguminosae-Mimosoideae,G28,2203,62.2,30.22860949,2157.21562,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Leguminosae-Mimosoideae,G28,2204,58.5,28.54642113,1805.575361,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Leguminosae-Caesalpinioideae,G28,2205,70.4,33.95670261,3092.946765,,,,,,
Louro amarelo,Aniba affinis ( Meissn ) Mez,Lauraceae,G29,2206,64.9,31.45615235,2440.746755,,,,,,
Louro amarelo,Aniba affinis ( Meissn ) Mez,Lauraceae,G30,2207,65.2,31.592546,2473.701673,,,,,,
Fava amargosa,Vatairea paraensis Ducke,Leguminosae-Papilionoideae,G30,2208,60.6,29.50117668,2000.036024,,,,,,
Copaiba,Copaifera multijuga Hayne,Leguminosae-Caesalpinioideae,G30,2209,65.5,31.72893965,2506.9517,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,G30,2210,36,18.31689732,447.66401,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G30,2211,43.8,21.86313224,783.7263777,,,,,,
Amapa amargosa,Brosimum rubescens Taub.,Moraceae,G30,2212,55.8,27.31887827,1574.626104,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,G30,2213,56.3,27.54620102,1615.814128,,,,,,
Abiu vermelho,Pouteria sp.,Sapotaceae,G31,2214,48.5,23.9999661,1050.466217,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,G31,2215,49.5,24.45461161,1114.076539,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G31,2216,76.8,36.86643383,3986.92819,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,G32,2217,52.6,25.86401266,1327.466378,,,,,,
Muruci da mata,Byrsonima densa ( Poir ) DC,Malpighiaceae,G32,2218,49.7,24.54554071,1127.098816,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G32,2219,36.4,18.49875552,461.9520061,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G32,2220,60.5,29.45571213,1990.474051,,,,,,
Gombeira,Swartzia sp.,Leguminosae-Papilionoideae,G33,2221,65.1,31.54708145,2462.683975,,,,,,
Pau de remo,Chimarrhis turbinata DC.,Rubiaceae,G33,2222,43.4,21.68127404,763.3782791,,,,,,
Abiu rosadinha,Michopholis venulosa Pierre,Sapotaceae,G34,2223,37.4,18.95340102,498.9926409,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G34,2224,37.4,18.95340102,498.9926409,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G34,2225,49.6,24.50007616,1120.575079,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,G34,2226,64,31.04697139,2343.639522,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,G35,2227,41.9,20.99930579,690.2077754,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G35,2228,69.1,33.36566346,2929.448968,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,G35,2229,52.2,25.68215446,1298.523411,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,G35,2230,54.1,26.54598092,1439.826524,,,,,,
Fava orelha de negro,Enterolobium maximum Ducke,Leguminosae-Mimosoideae,G35,2231,80.5,38.54862219,4574.759559,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G36,2232,101.5,48.09617774,9027.395202,,,,,,
Desconhecida 1,Rim de paca,,G36,2233,71.8,34.59320631,3275.700026,,,,,,
Pau rosa,Aniba roseodora Ducke,Lauraceae,G36,2234,153.8,71.87413753,30760.35724,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,G36,2235,48.7,24.0908952,1062.989438,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,G36,2236,41.8,20.95384124,685.5031374,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Leguminosae-Caesalpinioideae,G38,2237,41.5,20.81744758,671.5174199,,,,,,
Melancieira,Alexa grandiflora Ducke,Leguminosae-Papilionoideae,G38,2238,50.9,25.09111531,1207.366684,,,,,,
Fava mapoxiqui ,Ptecelobuim jucumba,Mimosoideae,G38,2239,56.1,27.45527192,1599.253885,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G38,2240,90.1,42.91321901,6362.91996,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,G38,2241,52.8,25.95494176,1342.097607,,,,,,
Abiu,Micropholis guianensis,Sapotaceae,G39,2242,44.5,22.18138409,820.1987606,,,,,,
Itauba preta,Mezilaurus itauba (Meissn.) Teub. Ex Mez,Lauraceae,G39,2243,112.1,52.91542007,12091.66856,,,,,,
